Date,UnitsSold,hashtag_count,avg_likes,InterestScore,weekday,month,lag_1,lag_7,lag_14,lag_30,rm_7,rm_30
2024-11-01,2.0,0,30.38888888888889,15.0,4,11,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,3.0,0,28.225806451612904,21.0,5,11,2.0,0.0,0.0,0.0,2.0,2.0
2024-11-03,0.0,0,32.9375,16.0,6,11,3.0,0.0,0.0,0.0,2.5,2.5
2024-11-04,4.0,0,27.94736842105263,15.0,0,11,0.0,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667
2024-11-05,0.0,0,26.75,20.0,1,11,4.0,0.0,0.0,0.0,2.25,2.25
2024-11-06,1.0,0,28.5625,18.0,2,11,0.0,0.0,0.0,0.0,1.8,1.8
2024-11-07,1.0,0,29.916666666666668,20.0,3,11,1.0,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667
2024-11-08,5.0,0,27.692307692307693,15.0,4,11,1.0,2.0,0.0,0.0,1.5714285714285714,1.5714285714285714
2024-11-09,0.0,0,28.666666666666668,20.0,5,11,5.0,3.0,0.0,0.0,2.0,2.0
2024-11-10,3.0,0,29.545454545454547,18.0,6,11,0.0,0.0,0.0,0.0,1.5714285714285714,1.7777777777777777
2024-11-11,3.0,0,26.307692307692307,21.0,0,11,3.0,4.0,0.0,0.0,2.0,1.9
2024-11-12,1.0,0,27.692307692307693,20.0,1,11,3.0,0.0,0.0,0.0,1.8571428571428572,2.0
2024-11-13,5.0,0,28.5,16.0,2,11,1.0,1.0,0.0,0.0,2.0,1.9166666666666667
2024-11-14,1.0,0,29.57894736842105,21.0,3,11,5.0,1.0,0.0,0.0,2.5714285714285716,2.1538461538461537
2024-11-15,1.0,0,28.55,18.0,4,11,1.0,5.0,2.0,0.0,2.5714285714285716,2.0714285714285716
2024-11-16,0.0,0,27.363636363636363,19.0,5,11,1.0,0.0,3.0,0.0,2.0,2.0
2024-11-17,0.0,0,27.34375,18.0,6,11,0.0,3.0,0.0,0.0,2.0,1.875
2024-11-18,2.0,0,25.555555555555557,19.0,0,11,0.0,3.0,4.0,0.0,1.5714285714285714,1.7647058823529411
