Date,UnitsSold,hashtag_count,avg_likes,InterestScore,weekday,month,lag_1,lag_7,lag_14,lag_30,rm_7,rm_30
2024-11-01,2.0,0,30.38888888888889,49.0,4,11,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,16.0,0,28.225806451612904,45.0,5,11,2.0,0.0,0.0,0.0,2.0,2.0
2024-11-03,0.0,0,32.9375,46.0,6,11,16.0,0.0,0.0,0.0,9.0,9.0
2024-11-04,3.0,0,27.94736842105263,49.0,0,11,0.0,0.0,0.0,0.0,6.0,6.0
2024-11-05,14.0,0,26.75,41.0,1,11,3.0,0.0,0.0,0.0,5.25,5.25
2024-11-06,6.0,0,28.5625,49.0,2,11,14.0,0.0,0.0,0.0,7.0,7.0
2024-11-07,11.0,0,29.916666666666668,44.0,3,11,6.0,0.0,0.0,0.0,6.833333333333333,6.833333333333333
2024-11-08,6.0,0,27.692307692307693,48.0,4,11,11.0,2.0,0.0,0.0,7.428571428571429,7.428571428571429
2024-11-09,0.0,0,28.666666666666668,49.0,5,11,6.0,16.0,0.0,0.0,8.0,7.25
2024-11-10,8.0,0,29.545454545454547,41.0,6,11,0.0,0.0,0.0,0.0,5.714285714285714,6.444444444444445
2024-11-11,1.0,0,26.307692307692307,47.0,0,11,8.0,3.0,0.0,0.0,6.857142857142857,6.6
2024-11-12,9.0,0,27.692307692307693,50.0,1,11,1.0,14.0,0.0,0.0,6.571428571428571,6.090909090909091
2024-11-13,6.0,0,28.5,48.0,2,11,9.0,6.0,0.0,0.0,5.857142857142857,6.333333333333333
2024-11-14,0.0,0,29.57894736842105,45.0,3,11,6.0,11.0,0.0,0.0,5.857142857142857,6.3076923076923075
2024-11-15,1.0,0,28.55,48.0,4,11,0.0,6.0,2.0,0.0,4.285714285714286,5.857142857142857
2024-11-16,0.0,0,27.363636363636363,44.0,5,11,1.0,0.0,16.0,0.0,3.5714285714285716,5.533333333333333
2024-11-17,6.0,0,27.34375,46.0,6,11,0.0,8.0,0.0,0.0,3.5714285714285716,5.1875
2024-11-18,0.0,0,25.555555555555557,44.0,0,11,6.0,1.0,3.0,0.0,3.2857142857142856,5.235294117647059
2024-11-19,1.0,0,28.0,46.0,1,11,0.0,9.0,14.0,0.0,3.142857142857143,4.944444444444445
2024-11-20,0.0,0,28.058823529411764,51.0,2,11,1.0,6.0,6.0,0.0,2.0,4.7368421052631575
2024-11-21,6.0,0,29.846153846153847,46.0,3,11,0.0,0.0,11.0,0.0,1.1428571428571428,4.5
2024-11-22,0.0,0,27.285714285714285,43.0,4,11,6.0,1.0,6.0,0.0,2.0,4.571428571428571
2024-11-23,9.0,0,28.35,46.0,5,11,0.0,0.0,0.0,0.0,1.8571428571428572,4.363636363636363
2024-11-24,4.0,0,27.37037037037037,50.0,6,11,9.0,6.0,8.0,0.0,3.142857142857143,4.565217391304348
2024-11-25,2.0,0,29.625,45.0,0,11,4.0,0.0,1.0,0.0,2.857142857142857,4.541666666666667
2024-11-26,15.0,0,27.266666666666666,44.0,1,11,2.0,1.0,9.0,0.0,3.142857142857143,4.44
2024-11-27,9.0,0,27.833333333333332,47.0,2,11,15.0,0.0,6.0,0.0,5.142857142857143,4.846153846153846
2024-11-28,6.0,0,26.941176470588236,44.0,3,11,9.0,6.0,0.0,0.0,6.428571428571429,5.0
2024-11-29,4.0,0,28.055555555555557,46.0,4,11,6.0,0.0,1.0,0.0,6.428571428571429,5.035714285714286
2024-11-30,16.0,0,28.46153846153846,52.0,5,11,4.0,9.0,0.0,0.0,7.0,5.0
2024-12-01,13.0,0,26.35483870967742,43.0,6,12,16.0,4.0,6.0,2.0,8.0,5.366666666666666
2024-12-02,7.0,0,25.142857142857142,51.0,0,12,13.0,2.0,0.0,16.0,9.285714285714286,5.733333333333333
2024-12-03,10.0,0,28.11111111111111,46.0,1,12,7.0,15.0,1.0,0.0,10.0,5.433333333333334
2024-12-04,9.0,0,25.6,45.0,2,12,10.0,9.0,0.0,3.0,9.285714285714286,5.766666666666667
